HTTPClient HTTPClient
com.orangevolt orangevolt-ant-tasks
com.osinka mongo-scala-driver_2.8.0
com.pavelvlasov jsel
com.pavelvlasov jsel-db
com.pavelvlasov pvcommons
com.pavelvlasov pvcommons-db
com.perforce p4maven
com.perforce p4maven-mojo
com.polymathiccoder yap4j
com.pongr greymatter_2.8.1
com.pragmaticautomation pragautox10
com.projectdarkstar.ext.berkeleydb db
com.projectdarkstar.ext.berkeleydb db-binaries
com.projectdarkstar.ext.berkeleydb je
com.projectdarkstar.ext.com.jmonkeyengine jme
com.projectdarkstar.ext.com.jmonkeyengine jme-audio
com.projectdarkstar.ext.com.jmonkeyengine jme-awt
com.projectdarkstar.ext.com.jmonkeyengine jme-collada
com.projectdarkstar.ext.com.jmonkeyengine jme-editors
com.projectdarkstar.ext.com.jmonkeyengine jme-effects
com.projectdarkstar.ext.com.jmonkeyengine jme-font
com.projectdarkstar.ext.com.jmonkeyengine jme-gamestates
com.projectdarkstar.ext.com.jmonkeyengine jme-model
com.projectdarkstar.ext.com.jmonkeyengine jme-scene
com.projectdarkstar.ext.com.jmonkeyengine jme-swt
com.projectdarkstar.ext.com.jmonkeyengine jme-terrain
com.projectdarkstar.ext.com.jmonkeyengine jme-xml
com.projectdarkstar.ext.jeffpk saddl
com.projectdarkstar.ext.jorbis jorbis
com.projectdarkstar.ext.net.java.dev.gluegen gluegen-rt
com.projectdarkstar.ext.net.java.dev.jogl jogl
com.projectdarkstar.tools.build sgs-build-utilities
com.proofpoint.discovery elb
com.proofpoint.event event-collector-root
com.proofpoint.galaxy galaxy-config-bundler
com.qitsoft qimono
com.qlusters.jlmenu jlmenu
com.quigley moose
com.rabbitmq rabbitmq-client-tests
com.rackspace.api.clients veracode-client
com.razie 20widgets-swing_2.8.1
com.razie 20widgets-swing_2.9.0-1
com.razie 20widgets_2.8.1
com.razie 20widgets_2.9.0-1
com.razie base_2.8.1
com.razie base_2.9.0-1
com.razie gremlins_2.8.1
com.razie gremlins_2.9.0-1
com.razie gremlins_2.9.1
com.razie razbase_2.8.1
com.razie razbase_2.9.0-1
com.razie razweb_2.8.1
com.razie razweb_2.9.0-1
com.razie scripster-bootcp_2.8.1
com.razie scripster_2.8.1
com.razie scripster_2.9.0-1
com.razie scripster_2.9.1
com.razie snakk-core_2.9.0-1
com.razie snakked_2.9.0-1
com.redijedi redijedi-t5-components
com.redv.bloggerapi blogger-api-client
com.reevoo.taglib reevoo-taglib-root
com.restfuse com.eclipsesource.restfuse
com.revolsys.open com.revolsys.open.gis.csv
com.revolsys.open com.revolsys.open.gis.dbase
com.revolsys.open com.revolsys.open.gis.dgn
com.revolsys.open com.revolsys.open.gis.esri.gdb.xml
com.revolsys.open com.revolsys.open.gis.gml
com.revolsys.open com.revolsys.open.gis.gpx
com.revolsys.open com.revolsys.open.gis.grid
com.revolsys.open com.revolsys.open.gis.html
com.revolsys.open com.revolsys.open.gis.json
com.revolsys.open com.revolsys.open.gis.kml
com.revolsys.open com.revolsys.open.gis.mdb
com.revolsys.open com.revolsys.open.gis.moep
com.revolsys.open com.revolsys.open.gis.mysql
com.revolsys.open com.revolsys.open.gis.saif
com.revolsys.open com.revolsys.open.gis.shape
com.rogiel.httpchannel httpchannel-captcha
com.samaxes.filter cachefilter
com.samaxes.maven maven-minify-plugin
com.samaxes.secure.tag securetag
com.samaxes.securetag securetag
com.samaxes.stripes.ejb3 stripejb3
com.samaxes.taglib secure
com.samskivert gwt-asyncgen
com.samskivert pom-util
com.seaglasslookandfeel.siteskin seaglass-site-skin
com.sfeir.gwt webding
com.sharneng web-servlet
com.sidewayscoding scalate-core
com.sidewayscoding scalate-core_2.7.7
com.signalcollect signal-collect-core
com.simplermi simple-rmi
com.sirtrack javaconstruct
com.sittinglittleduck dirbuster
com.sleepycat je
com.smartgwt smartgwt
com.smartgwt smartgwt-skins
com.soebes.maven.plugins.dmg doxygen-maven-plugin
com.soebes.subversion.sapm sapm
com.sourceallies.beanoh beanoh
com.sourcetohtml sourcetohtml
com.spatial4j spatial4j-parent
com.specialprojectslab jmxetric
com.spreadthesource tapestry5-hornet
com.springrts parent
com.stormpath.sdk stormpath-sdk-root
com.stvconsultants easygloss
com.sun ldapbp
com.sun.bigbrother ci-bayes
com.sun.comm comm
com.sun.commons beanutils
com.sun.commons collections
com.sun.commons digester
com.sun.commons logging-api
com.sun.commons modeler
com.sun.corba glassfish-corba
com.sun.corba orb
com.sun.el el-ri
com.sun.faces jsf-extensions-test-time
com.sun.faces jsf-spi
com.sun.faces mojarra-jsf-api
com.sun.faces mojarra-jsf-impl
com.sun.faces simple-jsf
com.sun.faces.extensions jsf-extensions
com.sun.faces.extensions jsf-extensions-dev-time-annotations
com.sun.faces.extensions jsf-extensions-dev-time-annotations-master
com.sun.faces.extensions jsf-extensions-dev-time-annotations-processor
com.sun.faces.extensions jsf-extensions-devtime-master
com.sun.faces.regression i_jsf_XXXX-archetype
com.sun.faces.test i_jsf_xxxx_htmlunit-archetype
com.sun.fastinfoset.runtime fastinfoset-runtime
com.sun.javaee.blueprints bp-ui-simple
com.sun.jbi componentsl
com.sun.jbi crl
com.sun.jersey jersey
com.sun.jersey.glassfish.v3 jersey-gfv3-package
com.sun.jersey.samples groovy
com.sun.jersey.samples scala-helloworld-webapp
com.sun.jini jini-start-examples
com.sun.jini jini-starterkit
com.sun.jndi cosnaming
com.sun.jndi dns
com.sun.jndi dsml
com.sun.jndi fscontext
com.sun.jndi ldap
com.sun.jndi nis
com.sun.jndi providerutil
com.sun.jndi rmiregistry
com.sun.jsftemplating jsft
com.sun.jsftemplating jsftemplating-dynafaces
com.sun.kvem kenv
com.sun.localizer comresrcgen
com.sun.localizer localizer
com.sun.media jai_codec
com.sun.mep JerseyMe
com.sun.mep mep-connector-archetype-rar
com.sun.mep mep-connector-jaxrs-archetype-rar
com.sun.mep mep-connector-jaxws-archetype-rar
com.sun.mep mep_client_api
com.sun.net.httpserver http
com.sun.org.apache jaxp-ri
com.sun.org.apache.xml.internal resolver
com.sun.phobos jdom
com.sun.phobos jsr223-api
com.sun.phobos phobos-image
com.sun.phobos.samples phobos-osgi-samples
com.sun.phobos.samples phobos-samples-appengine
com.sun.pkg client
com.sun.pkg pkg-java
com.sun.pkg.bootstrap pkg-client
com.sun.proctor mfwk_agent
com.sun.proctor mfwk_instrum_tk
com.sun.script.php libphp5
com.sun.script.php libphp5.so
com.sun.tools.btrace btrace-asm
com.sun.woodstock.dependlibs dataprovider
com.sun.woodstock.dependlibs dojo-ajax
com.sun.woodstock.dependlibs dojo-ajax-nodemo
com.sun.woodstock.dependlibs jh
com.sun.woodstock.dependlibs jhall
com.sun.woodstock.dependlibs jhbasic
com.sun.woodstock.dependlibs portlet
com.sun.woodstock.dependlibs prototype
com.sun.wts.tools.ant package-rename-task
com.sun.xml jaxm-runtime
com.sun.xml jaxws-rt
com.sun.xml jaxws-tools
com.sun.xml relaxngDatatype
com.sun.xml xsdlib
com.sun.xml.bind jaxb-libs
com.sun.xml.rpc jaxrpc-impl
com.sun.xml.rpc jaxrpc-spi
com.sun.xml.security apache-xmlsec
com.sun.xml.security saml-jaxb10-bindings
com.sun.xml.security xml-security-impl
com.sun.xml.txw2 txw2-project
com.sun.xml.txw2 txwc2
com.sun.xml.ws jaxws-ri-bom
com.sun.xml.ws project
com.sun.xml.ws.security.kerb kerberos-wss-extension
com.sun.xml.wss xws-security_jaxrpc
com.sun.xml.wss.core.reference keyidspi-ibm-impl
com.svnkit svnkit
com.svnkit svnkit-cli
com.synchronica.mep ds-jcr-connector-jaxws-schemas
com.synchronica.mep mep-gateway
com.synhaptein scalator-js
com.systemsplanet.plugin google-api-translate-java-maven-plugin
com.tacitknowledge autopatch-spring
com.tacitknowledge.flip parent
com.tchepannou.util tch-util
com.teamcodeflux.android fluxdroid
com.testingbot TestingBotTunnel
com.thaiopensource jing
com.thaiopensource trang
com.thetransactioncompany cors-filter
com.thetransactioncompany java-property-utils
com.timgroup Functional
com.tiobe.jacobe maven-jacobe-plugin
com.torunski.crawler crawler
com.totsp.feedpod purl-org-slash
com.trilead trilead-ssh2-osgi
com.tristanhunt knockoff_2.7.5
com.tristanhunt knockoff_2.7.6
com.tristanhunt knockoff_2.7.7
com.tristanhunt knockoff_2.8.0
com.tristanhunt knockoff_2.8.1
com.tristanhunt knockoff_2.9.0
com.tristanhunt knockoff_2.9.0.RC1
com.tristanhunt knockoff_2.9.1
com.truchsess treeutils
com.twelvemonkeys twelvemonkeys
com.twelvemonkeys twelvemonkeys-parent
com.twelvemonkeys.imageio twelvemonkeys-imageio-metadata
com.twelvemonkeys.imageio twelvemonkeys-imageio-pdf
com.twelvemonkeys.imageio twelvemonkeys-imageio-reference
com.twitter json_2.8.0
com.twitter querulous
com.twitter xrayspecs_2.8.0_2.8.0
com.twitter zookeeper-client
com.typesafe mima-core-ui_2.9.1
com.typesafe mima-core_2.9.1
com.typesafe mima-reporter-ui_2.9.1
com.typesafe mima-reporter_2.9.1
com.typesafe.sbt incremental-compiler
com.typesafe.sbt sbt-interface
com.typesafe.zinc zinc
com.urbanmania spring-property-annotations
com.vaadin vaadin-archetype-portlet
com.vaadin vaadin-shared-deps
com.vecna artifact-location-plugin
com.vecna dbDiff
com.vecna maven-commons
com.vecna.checkstyle open-checkstyle-rules
com.vecna.parent open-parent-pom
com.verhas license3j
com.viewpagerindicator library
com.viewpagerindicator sample
com.vineetmanohar maven-twitter-plugin
com.watchitlater spring-stringtemplate
com.weiglewilczek.sbteclipse sbteclipse_2.9.0-1
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.0
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.0.RC3
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.0.RC4
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.0.RC5
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.0.RC6
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.0.RC7
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.1
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.1.RC1
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.8.1.RC2
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.9.0
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.9.0-1
com.weiglewilczek.scala-lang-osgi scala-lang-osgi-parent_2.9.0.RC1
com.weiglewilczek.scala-lang-osgi scala-library_2.8.0.RC3
com.weiglewilczek.scala-lang-osgi scala-library_2.8.0.RC4
com.weiglewilczek.scala-lang-osgi scala-library_2.8.0.RC5
com.weiglewilczek.scalamodules scalamodules-core-it_2.8.0
com.weiglewilczek.scalamodules scalamodules_2.8.0
com.weiglewilczek.slf4s slf4s_2.8.1.RC1
com.weiglewilczek.slf4s slf4s_2.8.1.RC2
com.weiglewilczek.slf4s slf4s_2.8.1.RC3
com.weiglewilczek.slf4s slf4s_2.9.0
com.weiglewilczek.slf4s slf4s_2.9.0.RC1
com.weiglewilczek.slf4s slf4s_2.9.0.RC2
com.weiglewilczek.slf4s slf4s_2.9.0.RC3
com.weiglewilczek.slf4s slf4s_2.9.1
com.wenzani mongodb-maven-plugin
com.wiris.plugin wirisplugin-api
com.wombatnation privateer
com.wutka dtdparser
com.wutka jox
com.xebialabs.cloud overcast
com.yahoo.platform.yui yui
com.yesmail gwt-rolodex
com.yubico.java yubico-validation-client
com.yuvimasory.tostring labeled-tostring_2.8.0
com.yuvimasory.tostring labeled-tostring_2.8.1
com.zenuevo.pusher groovy-libpusher
commons-attributes commons-attributes-plugin
commons-beanutils commons-beanutils-bean-collections
commons-beanutils commons-beanutils-core
commons-daemon commons-daemon
commons-el commons-el
commons-http commons-http
commons-jelly commons-jelly-tags-avalon
commons-jelly commons-jelly-tags-jaxme
commons-jelly commons-jelly-tags-jface
commons-jelly commons-jelly-tags-regexp
commons-jelly-tags-antlr commons-jelly-tags-antlr
commons-jelly-tags-avalon commons-jelly-tags-avalon
commons-jelly-tags-bean commons-jelly-tags-bean
commons-jelly-tags-beanshell commons-jelly-tags-beanshell
commons-jelly-tags-betwixt commons-jelly-tags-betwixt
commons-jelly-tags-bsf commons-jelly-tags-bsf
commons-jelly-tags-define commons-jelly-tags-define
commons-jelly-tags-dynabean commons-jelly-tags-dynabean
commons-jelly-tags-email commons-jelly-tags-email
commons-jelly-tags-html commons-jelly-tags-html
commons-jelly-tags-http commons-jelly-tags-http
commons-jelly-tags-interaction commons-jelly-tags-interaction
commons-jelly-tags-jaxme commons-jelly-tags-jaxme
commons-jelly-tags-jetty commons-jelly-tags-jetty
commons-jelly-tags-jface commons-jelly-tags-jface
commons-jelly-tags-jms commons-jelly-tags-jms
commons-jelly-tags-jmx commons-jelly-tags-jmx
commons-jelly-tags-jsl commons-jelly-tags-jsl
commons-jelly-tags-log commons-jelly-tags-log
commons-jelly-tags-ojb commons-jelly-tags-ojb
commons-jelly-tags-quartz commons-jelly-tags-quartz
commons-jelly-tags-soap commons-jelly-tags-soap
commons-jelly-tags-sql commons-jelly-tags-sql
commons-jelly-tags-swing commons-jelly-tags-swing
commons-jelly-tags-swt commons-jelly-tags-swt
commons-jelly-tags-threads commons-jelly-tags-threads
commons-jelly-tags-validate commons-jelly-tags-validate
commons-jelly-tags-velocity commons-jelly-tags-velocity
commons-jelly-tags-xmlunit commons-jelly-tags-xmlunit
commons-jux commons-jux
commons-logging dentaku-metadata-service
commons-logging jguard-core
commons-naming commons-naming-core
commons-threadpool commons-threadpool
commons-transaction commons-transaction
commons-util commons-util
continuum continuum-notifier-mail-test
controlhaus AmazonBookLookupControl
controlhaus BarcodeGeneratorControl
controlhaus CreditCardValidatorControl
controlhaus FedExTrackingControl
controlhaus GoogleSearchControl
controlhaus HTTPClientControl
controlhaus JabberControl
controlhaus LuceneControl
controlhaus SchedulerControl
controlhaus SpellCheckerControl
controlhaus UPSTrackingControl
controlhaus VelocityControl
controlhaus apache-beehive-incubating
controlhaus beehive-controls
controlhaus beehive-netui-compiler
controlhaus beehive-netui-pageflow
controlhaus beehive-netui-scoping
controlhaus beehive-netui-tags-databinding
controlhaus beehive-netui-tags-html
controlhaus beehive-netui-tags-template
controlhaus beehive-netui-util
controlhaus controlhaus-ejb
controlhaus controlhaus-jms
controlhaus eBayAPIControl
controlhaus sforceControl
core 
cornerstone-connection cornerstone-connection-api
cornerstone-connection cornerstone-connection-impl
cornerstone-connection-api cornerstone-connection-api
cornerstone-connection-impl cornerstone-connection-impl
cornerstone-datasources cornerstone-datasources-api
cornerstone-datasources cornerstone-datasources-impl
cornerstone-datasources-api cornerstone-datasources-api
cornerstone-datasources-impl cornerstone-datasources-impl
cornerstone-scheduler cornerstone-scheduler-api
cornerstone-scheduler cornerstone-scheduler-impl
cornerstone-scheduler-api cornerstone-scheduler-api
cornerstone-scheduler-impl cornerstone-scheduler-impl
cornerstone-sockets cornerstone-sockets-api
cornerstone-sockets cornerstone-sockets-impl
cornerstone-sockets-api cornerstone-sockets-api
cornerstone-sockets-impl cornerstone-sockets-impl
cornerstone-store cornerstone-store-api
cornerstone-store-api cornerstone-store-api
cornerstone-store-impl cornerstone-store-impl
cornerstone-threads cornerstone-threads-api
cornerstone-threads cornerstone-threads-impl
cornerstone-threads cornerstone-threads-tutorial
cornerstone-threads-api cornerstone-threads-api
cornerstone-threads-impl cornerstone-threads-impl
cornerstone-threads-tutorial cornerstone-threads-tutorial
crimson crimson
cryptix cryptix
cssparser cssparser
cz.softeu softeu-rewriter
d-haven-event d-haven-event
d-haven-eventbus eventbus
d-haven-mpool managed-pool
dalma dalma
dalma dalma-ant-tasks
dalma dalma-container
dalma dalma-endpoint-email
dalma dalma-endpoint-irc
dalma dalma-endpoint-jbi
dalma dalma-endpoint-jms
dalma maven-dalma-plugin
datasift datasift
de.akquinet.chameria chameria-default-distribution
de.akquinet.chameria chameria-launcher
de.akquinet.chameria chameria-with-database-distribution
de.akquinet.chameria chameria-with-example-distribution
de.akquinet.javascript.archetypes javascript-jqueryplugin
de.akquinet.javascript.archetypes javascript-quickstart
de.akquinet.jbosscc jbosscc-javaee6-modular-ear-archetype
de.akquinet.jbosscc jbosscc-jbossas-bom
de.akquinet.jbosscc jbosscc-needle-ejb
de.akquinet.jbosscc jbosscc-needle-seam
de.akquinet.jquery.plugins jquery-toastmessage-plugin
de.almostintelligent jaste
de.cologneintelligence archetype-fitgoodies-quickstart
de.cologneintelligence fitgoodies
de.cologneintelligence fitgoodies-bundle
de.congrace exp4j
de.felixschulze.android.test JUnitInstrumentationTestRunner
de.fosd.typechef conditionallib_2.9.1
de.fosd.typechef cparser_2.9.1
de.fosd.typechef crewrite_2.9.1
de.fosd.typechef ctypechecker_2.9.1
de.fosd.typechef featureexprlib_2.9.1
de.fosd.typechef frontend_2.9.1
de.fosd.typechef javaparser_2.9.1
de.fosd.typechef parserframework_2.9.1
de.fosd.typechef partialpreprocessor_2.9.1
de.fosd.typechef typechef_2.9.1
de.huxhorn.lilith de.huxhorn.lilith.3rdparty.junique
de.huxhorn.lilith de.huxhorn.lilith.3rdparty.rrd4j
de.huxhorn.sulky de.huxhorn.sulky.3rdparty.jlayer
de.intarsys.opensource iscwt
de.intarsys.opensource isfreetype
de.intarsys.opensource isnativec
de.intarsys.opensource isrt
de.intarsys.opensource jPod
de.intarsys.opensource jPodFonts
de.intarsys.opensource jPodRenderer
de.intarsys.opensource jbig2
de.java2html java2html
de.jiac.micro.platforms microjiac-java6-impls
de.johoop cobertura4sbt
de.johoop findbugs4sbt_2.9.0-1
de.johoop sbt-testng-interface
de.johoop sbt-testng-interface_2.8.0
de.johoop sbt-testng-interface_2.9.2
de.micromata.jak JavaAPIforKml
de.mytoys.maven.plugins debug-maven-plugin
de.plushnikov doctor-jim
de.ralfebert serialletter
de.regnis.q.sequence sequence-library
de.schlichtherle.io truezip
de.sciss audiowidgets_2.9.2
de.sciss fingertree_2.9.2
de.sciss fscapejobs_2.9.1
de.sciss fscapejobs_2.9.2
de.sciss kontur_2.9.1
de.sciss kontur_2.9.2
de.sciss lucredata-mutable-views_2.9.1
de.sciss lucredata-mutable_2.9.1
de.sciss lucredata-structs-core_2.9.1
de.sciss lucredata-txn-views_2.9.1
de.sciss lucredata-txn_2.9.1
de.sciss lucredata-views-core_2.9.1
de.sciss lucredata_2.9.1
de.sciss lucreexpr_2.9.2
de.sciss nuagesapp_2.9.2
de.sciss nuagespompe_2.9.2
de.sciss scalaaudiofile_2.8.1
de.sciss scalaaudiofile_2.9.0
de.sciss scalaaudiofile_2.9.0-1
de.sciss scalaaudiofile_2.9.1
de.sciss scalaaudiofile_2.9.2
